Australian Bureau of Statistics,,,,,,,,,,,
"Schools, Australia, 2020",,,,,,,,,,,
#REF!,,,,,,,,,,,
#REF!,,,,,,,,,,,
Year,State/Territory,Affiliation (Gov/Non-gov),Affiliation (Gov/Cath/Ind),FT/PT,Sex,School Level,National Report on Schooling (ANR) School Level,Year (Grade),FTE Aboriginal and Torres Strait Islander Students ,FTE Non-Indigenous Students ,FTE All Students 
2009,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,h Year 7 primary,75,3943,4018
2009,c Qld,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,8,397,405
2009,c Qld,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,150,5023,5173
2009,c Qld,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,157,5016,5173
2009,c Qld,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,182,5014,5196
2009,c Qld,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,7,336,343
2009,c Qld,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,183,5173,5356
2009,c Qld,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,108,4559,4667
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),82,3038,3120
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,b Year 1,71,2991,3062
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,c Year 2,47,2393,2440
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,d Year 3,67,3116,3183
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,e Year 4,87,3108,3195
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,f Year 5,75,3247,3322
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,g Year 6,80,3426,3506
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,80,3975,4055
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,10,343,353
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,178,5267,5445
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,224,5236,5460
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,189,5119,5308
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,3,314,317
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,194,4908,5102
2009,c Qld,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,139,4859,4998
2009,c Qld,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,9.4,9.4
2009,c Qld,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,c Year 2,0,1.6,1.6
2009,c Qld,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,e Year 4,0,2.4,2.4
2009,c Qld,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,g Year 6,0,1.2,1.2
2009,c Qld,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,33.6,33.6
2009,c Qld,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,0,1.8,1.8
2009,c Qld,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,12.6,12.6
2009,c Qld,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,0,3.2,3.2
2009,c Qld,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0,11,11
2009,c Qld,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,2.8,2.8
2009,c Qld,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,e Year 4,0,1.9,1.9
2009,c Qld,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,7.6,7.6
2009,c Qld,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,0,2.3,2.3
2009,c Qld,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,1.8,1.8
2009,c Qld,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,0,8.3,8.3
2009,c Qld,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,0,13.1,13.1
2009,d SA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),417,7534,7951
2009,d SA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,b Year 1,333,5740,6073
2009,d SA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,c Year 2,336,5886,6222
2009,d SA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,d Year 3,298,5834,6132
2009,d SA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,e Year 4,366,6199,6565
2009,d SA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,f Year 5,309,6197,6506
2009,d SA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,g Year 6,312,6058,6370
2009,d SA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,h Year 7 primary,283,6153,6436
2009,d SA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,76,1691,1767
2009,d SA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,314,5901,6215
2009,d SA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,339,5986,6325
2009,d SA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,250,6163,6413
2009,d SA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,47,1103,1150
2009,d SA,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,219,5849,6068
2009,d SA,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,140,3804,3944
2009,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),393,6818,7211
2009,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,b Year 1,293,5356,5649
2009,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,c Year 2,306,5701,6007
2009,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,d Year 3,332,5640,5972
2009,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,e Year 4,322,5746,6068
2009,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,f Year 5,318,5854,6172
2009,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,g Year 6,337,5713,6050
2009,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,323,5644,5967
2009,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,37,951,988
2009,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,304,5373,5677
2009,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,307,5526,5833
2009,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,244,5528,5772
2009,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,26,801,827
2009,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,230,5679,5909
2009,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,168,4300,4468
2009,d SA,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,4.9,4.9
2009,d SA,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,e Year 4,0,1.1,1.1
2009,d SA,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,1.4,1.4
2009,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,0,7.5,7.5
2009,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,1.8,6.4,8.2
2009,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,0,13.9,13.9
2009,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,2.2,162.8,165
2009,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,5.5,382.6,388.1
2009,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,15,549,564
2009,d SA,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,1.5,1.5
2009,d SA,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,b Year 1,0,0.7,0.7
2009,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,0,5.4,5.4
2009,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,0,11.5,11.5
2009,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,2.2,17.1,19.3
2009,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,2.8,315.7,318.5
2009,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,18.9,615.6,634.5
2009,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,10.1,700.3,710.4
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),14,1874,1888
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,b Year 1,24,1691,1715
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,c Year 2,17,1651,1668
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,d Year 3,19,1643,1662
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,e Year 4,24,1733,1757
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,f Year 5,23,1730,1753
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,g Year 6,18,1810,1828
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,h Year 7 primary,13,1744,1757
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,43,43
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,25,1998,2023
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,17,2012,2029
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,30,1906,1936
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,28,28
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,16,1729,1745
2009,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,25,1457,1482
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),22,1815,1837
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,b Year 1,20,1659,1679
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,c Year 2,18,1693,1711
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,d Year 3,10,1649,1659
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,e Year 4,21,1787,1808
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,f Year 5,16,1724,1740
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,g Year 6,16,1737,1753
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,15,1773,1788
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,35,35
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,20,2042,2062
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,22,2020,2042
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,17,2025,2042
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,25,25
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,19,1863,1882
2009,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,14,1746,1760
2009,d SA,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,1.6,1.6
2009,d SA,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,f Year 5,0,2.5,2.5
2009,d SA,b Non-government,b Catholic,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,0,4.3,4.3
2009,d SA,b Non-government,b Catholic,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0,53.4,53.4
2009,d SA,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,2,2
2009,d SA,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,0,4.1,4.1
2009,d SA,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,0,63.9,63.9
2009,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),20,1329,1349
2009,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,b Year 1,18,1381,1399
2009,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,c Year 2,19,1474,1493
2009,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,d Year 3,19,1443,1462
2009,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,e Year 4,27,1489,1516
2009,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,f Year 5,24,1398,1422
2009,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,g Year 6,22,1500,1522
2009,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,h Year 7 primary,11,1652,1663
2009,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,19,19
2009,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,25,1896,1921
2009,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,10,1971,1981
2009,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,26,1870,1896
2009,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,8,8
2009,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,14,2213,2227
2009,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,20,1807,1827
2009,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),22,1308,1330
2009,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,b Year 1,21,1484,1505
2009,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,c Year 2,22,1389,1411
2009,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,d Year 3,22,1390,1412
2009,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,e Year 4,25,1400,1425
2009,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,f Year 5,15,1509,1524
2009,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,g Year 6,23,1554,1577
2009,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,23,1693,1716
2009,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,4,4
2009,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,22,1922,1944
2009,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,31,1947,1978
2009,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,19,1953,1972
2009,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,3,12,15
2009,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,14,2131,2145
2009,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,12,1909,1921
2009,d SA,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,116.4,116.4
2009,d SA,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,0,2.8,2.8
2009,d SA,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,2.5,55.7,58.2
2009,d SA,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,125.9,125.9
2009,d SA,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,0,7,7
2009,d SA,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,0,62.4,62.4
2009,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),855,9712,10567
2009,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,b Year 1,874,9422,10296
2009,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,c Year 2,884,9472,10356
2009,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,d Year 3,892,9619,10511
2009,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,e Year 4,907,9529,10436
2009,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,f Year 5,931,9909,10840
2009,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,g Year 6,879,9518,10397
2009,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,h Year 7 primary,486,5306,5792
2009,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,768,8031,8799
2009,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,791,8318,9109
2009,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,725,8521,9246
2009,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,304,304
2009,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,658,8404,9062
2009,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,291,5362,5653
2009,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),851,8794,9645
2009,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,b Year 1,850,8882,9732
2009,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,c Year 2,920,8932,9852
2009,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,d Year 3,838,8799,9637
2009,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,e Year 4,839,8982,9821
2009,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,f Year 5,863,9073,9936
2009,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,g Year 6,747,8705,9452
2009,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,433,4562,4995
2009,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,716,7111,7827
2009,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,711,7344,8055
2009,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,668,7571,8239
2009,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,245,245
2009,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,590,7906,8496
2009,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,264,5935,6199
2009,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,0,1.8,1.8
2009,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,0,2.6,2.6
2009,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,0,3.3,3.3
2009,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,1.5,1.5
2009,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,4.8,110.8,115.6
2009,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0,89.8,89.8
2009,e WA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,0,2.7,2.7
2009,e WA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,0,3,3
2009,e WA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,7.9,7.9
2009,e WA,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,8.2,111,119.2
2009,e WA,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,0,94.2,94.2
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),87,2338,2425
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,b Year 1,108,2254,2362
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,c Year 2,98,2296,2394
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,d Year 3,84,2319,2403
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,e Year 4,92,2396,2488
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,f Year 5,82,2302,2384
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,g Year 6,98,2402,2500
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,h Year 7 primary,74,1704,1778
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,97,2899,2996
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,79,3007,3086
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,96,2852,2948
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,18,18
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,63,2487,2550
2009,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,33,2106,2139
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),94,2309,2403
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,b Year 1,87,2245,2332
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,c Year 2,122,2209,2331
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,d Year 3,109,2336,2445
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,e Year 4,97,2352,2449
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,f Year 5,98,2387,2485
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,g Year 6,92,2293,2385
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,60,1607,1667
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,112,2968,3080
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,78,3004,3082
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,80,2997,3077
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,15,15
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,68,2613,2681
2009,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,34,2443,2477
2009,e WA,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),1.5,3,4.5
2009,e WA,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,d Year 3,0,1.2,1.2
2009,e WA,b Non-government,b Catholic,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),3.3,1.6,4.9
2009,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),48,1472,1520
2009,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,b Year 1,36,1558,1594
2009,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,c Year 2,37,1560,1597
2009,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,d Year 3,42,1589,1631
2009,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,e Year 4,23,1688,1711
2009,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,f Year 5,59,1792,1851
2009,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,g Year 6,39,1869,1908
2009,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,h Year 7 primary,31,1706,1737
2009,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,23,15,38
